0	-0.1496325833	0	0	0	0.9396926228	0.3420201377
0.01	-0.1493376167	0.009390750784	0.003420201377	0.05897391492	0.9378402331	0.3420201377
0.02	-0.1484538801	0.01874447812	0.006840402755	0.1177153226	0.9322903669	0.3420201377
0.03	-0.1469848575	0.02802430452	0.01026060413	0.1759926324	0.9230649049	0.3420201377
0.04	-0.1449363406	0.03719364388	0.01368080551	0.2335760835	0.910200219	0.3420201377
0.05	-0.1423164058	0.04621634565	0.01710100689	0.2902386507	0.8937470285	0.3420201377
0.06	-0.1391353823	0.05505683745	0.02052120826	0.3457569392	0.8737702011	0.3420201377
0.07	-0.1354058115	0.06368026524	0.02394140964	0.3999120657	0.8503484963	0.3420201377
0.08	-0.1311423973	0.07205263078	0.02736161102	0.4524905213	0.823574255	0.3420201377
0.09	-0.1263619484	0.08014092566	0.0307818124	0.5032850131	0.793553036	0.3420201377
0.1	-0.121083312	0.0879132614	0.03420201377	0.5520952816	0.7604031992	0.3420201377
0.11	-0.1153272993	0.09533899525	0.03762221515	0.5987288902	0.7242554394	0.3420201377
0.12	-0.1091166036	0.1023888509	0.04104241653	0.6430019837	0.6852522706	0.3420201377
0.13	-0.1024757109	0.109035034	0.0444626179	0.6847400136	0.6435474645	0.3420201377
0.14	-0.09543080323	0.1152513417	0.04788281928	0.7237784259	0.5993054443	0.3420201377
0.15	-0.08800965541	0.1210132659	0.05130302066	0.7599633099	0.5527006359	0.3420201377
0.16	-0.08024152564	0.12629809	0.05472322204	0.7931520051	0.503916781	0.3420201377
0.17	-0.07215704013	0.1310849783	0.05814342341	0.8232136636	0.453146212	0.3420201377
0.18	-0.06378807231	0.1353550583	0.06156362479	0.850029766	0.4005890941	0.3420201377
0.19	-0.05516761721	0.139091495	0.06498382617	0.8734945886	0.3464526361	0.3420201377
0.2	-0.04632966135	0.1422795574	0.06840402755	0.8935156204	0.2909502733	0.3420201377
0.21	-0.03730904876	0.1449066764	0.07182422892	0.9100139275	0.2343008262	0.3420201377
0.22	-0.02814134361	0.1469624944	0.0752444303	0.9229244646	0.1767276379	0.3420201377
0.23	-0.01886268997	0.1484389063	0.07866463168	0.9321963314	0.118457693	0.3420201377
0.24	-0.009509669339	0.1493300913	0.08208483306	0.9377929732	0.05972072345	0.3420201377
0.25	-0.0001191564228	0.1496325358	0.08550503443	0.9396923249	0.0007483023354	0.3420201377
0.26	0.009271826273	0.1493450475	0.08892523581	0.9378868982	-0.058227069	0.3420201377
0.27	0.01862625439	0.1484687597	0.09234543719	0.9323838112	-0.1169728775	0.3420201377
0.28	0.02790724767	0.1470071274	0.09576563856	0.9232047599	-0.1752575154	0.3420201377
0.29	0.0370782154	0.1449659129	0.09918583994	0.9103859332	-0.2328511927	0.3420201377
0.3	0.04610300064	0.142353164	0.1026060413	0.89397787	-0.289526844	0.3420201377
0.31	0.05494602277	0.1391791815	0.1060262427	0.8740452596	-0.345061023	0.3420201377
0.32	0.06357241778	0.1354564789	0.1094464441	0.8506666873	-0.3992347837	0.3420201377
0.33	0.07194817574	0.1311997331	0.1128666455	0.8239343242	-0.4518345437	0.3420201377
0.34	0.08004027485	0.1264257267	0.1162868468	0.7939535637	-0.5026529261	0.3420201377
0.35	0.08781681165	0.1211532813	0.1197070482	0.7608426064	-0.5514895772	0.3420201377
0.36	0.09524712681	0.1154031837	0.1231272496	0.7247319935	-0.5981519564	0.3420201377
0.37	0.102301926	0.109198104	0.126547451	0.685764093	-0.6424560952	0.3420201377
0.38	0.1089533953	0.1025625059	0.1299676523	0.6440925372	-0.6842273225	0.3420201377
0.39	0.1151753111	0.09552255069	0.1333878537	0.5998816184	-0.7233009535	0.3420201377
0.4	0.1209431431	0.0881059936	0.1368080551	0.5533056398	-0.7595229387	0.3420201377
0.41	0.1262341515	0.08034207474	0.1402282565	0.5045482294	-0.7927504712	0.3420201377
0.42	0.1310274761	0.07226140372	0.1436484578	0.4538016154	-0.8228525501	0.3420201377
0.43	0.1353042192	0.06389583893	0.1470686592	0.4012658685	-0.8497104967	0.3420201377
0.44	0.1390475195	0.05527836199	0.1504888606	0.3471481133	-0.8732184222	0.3420201377
0.45	0.1422426187	0.04644294767	0.153909062	0.2916617114	-0.8932836456	0.3420201377
0.46	0.1448769202	0.03742442999	0.1573292634	0.2350254203	-0.9098270589	0.3420201377
0.47	0.1469400381	0.02825836484	0.1607494647	0.1774625312	-0.9227834391	0.3420201377
0.48	0.1484238384	0.01898088985	0.1641696661	0.1191999883	-0.9321017048	0.3420201377
0.49	0.1493224711	0.009628581865	0.1675898675	0.06046749411	-0.9377451186	0.3420201377
0.5	0.1496323935	0.0002383127701	0.1710100689	0.001496604196	-0.939691431	0.3420201377
0.51	0.1493523835	-0.009152895883	0.1744302702	-0.05748018615	-0.9379329686	0.3420201377
0.52	0.1484835452	-0.01850801884	0.1778504716	-0.1162303583	-0.9324766642	0.3420201377
0.53	0.147029304	-0.02779017312	0.181270673	-0.1745222872	-0.9233440294	0.3420201377
0.54	0.1449953933	-0.03696276342	0.1846908744	-0.2321261543	-0.9105710702	0.3420201377
0.55	0.1423898319	-0.0459896264	0.1881110758	-0.2888148538	-0.8942081445	0.3420201377
0.56	0.1392228923	-0.05483517325	0.1915312771	-0.344364888	-0.8743197638	0.3420201377
0.57	0.1355070603	-0.06346453001	0.1949514785	-0.3985572485	-0.8509843389	0.3420201377
0.58	0.1312569858	-0.07184367508	0.1983716799	-0.4511782795	-0.8242938708	0.3420201377
